track_id,user,name,artists,duration,is_explicit,popularity,has_track_features,dancability,energy,loudness,tempo,speechiness,acousticness,instrumentalness,valence,liveness
4sIkwgf9bU7rQPvsA37rVQ,1pat8ir5aqzhzvs7ygs1jp8ga,Witte Was,['Goldband'],245.581,True,59,True,0.831,0.739,-9.914,128.995,0.0524,0.0505,0.00233,0.388,0.0842
44wXefe8WB9Fd6xwtmAwbR,1pat8ir5aqzhzvs7ygs1jp8ga,Monkey Wrench,['Foo Fighters'],231.48,False,69,True,0.401,0.953,-4.276,174.217,0.0752,1.83e-05,2.56e-05,0.555,0.149
1r1fPuhj9H4VdXr7OK6FL5,31hbrww3peprl3puzzaqqf6yfycy,CASTLE OF GLASS,['Linkin Park'],205.4,False,73,True,0.615,0.911,-3.584,108.0,0.0278,0.0686,0.00188,0.685,0.0908
3SFXsFpeGmBTtQvKiwYMDA,31hbrww3peprl3puzzaqqf6yfycy,Pretty Fly (For A White Guy),['The Offspring'],188.666,False,75,True,0.723,0.895,-3.707,143.373,0.102,0.088,0.0,0.963,0.0717
305WCRhhS10XUcH6AEwZk6,31hbrww3peprl3puzzaqqf6yfycy,Are You Gonna Be My Girl,['Jet'],213.8,False,76,True,0.613,0.953,-3.435,105.046,0.0855,0.00148,0.000582,0.537,0.152
1bCmvezFg5MRcENzCGG1Cy,31hbrww3peprl3puzzaqqf6yfycy,Chelsea Dagger,['The Fratellis'],215.306,False,69,True,0.511,0.815,-3.14,154.514,0.144,0.0491,0.0,0.586,0.0826
0yNZ63pUbmxX0xYzZEQr2j,31hbrww3peprl3puzzaqqf6yfycy,H.Y.C.Y.BH,['Tom Cardy'],160.374,True,50,True,0.808,0.823,-8.22,119.971,0.301,0.311,0.0,0.803,0.0506
19lTs9MjkOGO1RHssmLpiU,31hbrww3peprl3puzzaqqf6yfycy,Florence Is Deaf (But There's No Need to Shout),['Toy Dolls'],213.84,False,15,True,0.584,0.642,-10.816,147.156,0.4,0.0872,0.000135,0.367,0.241
59WN2psjkt1tyaxjspN8fp,31hbrww3peprl3puzzaqqf6yfycy,Killing In The Name,['Rage Against The Machine'],313.573,True,80,True,0.466,0.833,-4.215,88.785,0.304,0.0266,0.0,0.661,0.0327
6wqp69umLgacuuvHgazEQK,31hbrww3peprl3puzzaqqf6yfycy,Reckless with my heart,['LEC'],195.968,False,46,True,0.477,0.903,-5.833,155.083,0.0482,0.00041,1.62e-05,0.549,0.292
7g8HA6O413CebKY20aP3nR,31hbrww3peprl3puzzaqqf6yfycy,Sea Shanty 2,['Ian Taylor'],127.88,False,46,True,0.778,0.277,-9.995,200.047,0.0873,0.648,0.707,0.764,0.19
3CtZB2dVuHWHXIGShH9jUK,31hbrww3peprl3puzzaqqf6yfycy,Silver Scrapes (As Featured In League of Legends Season 2 World Championship),['Danny McCarthy'],116.049,False,43,True,0.603,0.687,-5.578,140.042,0.0374,0.00193,0.477,0.234,0.0676
4fouWK6XVHhzl78KzQ1UjL,basmerbel,abcdefu,['GAYLE'],168.601,True,88,True,0.695,0.54,-5.692,121.932,0.0493,0.299,0.0,0.415,0.367
0eZBeB2xFIS65jQHerispi,11140450740,The Sound of Silence,['Disturbed'],248.466,False,71,True,0.322,0.28,-9.367,85.794,0.0281,0.468,1.1e-06,0.175,0.102
4vUmTMuQqjdnvlZmAH61Qk,11140450740,South of the Border (feat. Camila Cabello & Cardi B),"['Ed Sheeran', 'Camila Cabello', 'Cardi B']",204.466,False,77,True,0.857,0.621,-6.376,97.989,0.0825,0.148,0.0,0.668,0.0865
21jGcNKet2qwijlDFuPiPb,11140450740,Circles,['Post Malone'],215.28,False,87,True,0.695,0.762,-3.497,120.042,0.0395,0.192,0.00244,0.553,0.0863
3wpLkju0bJy89kjgdRys0j,11140450740,September,"['Earth, Wind & Fire']",215.08,False,63,True,0.694,0.831,-7.288,125.901,0.0301,0.165,0.000892,0.98,0.25
0GjEhVFGZW8afUYGChu3Rr,11140450740,Dancing Queen,['ABBA'],230.4,False,83,True,0.543,0.87,-6.514,100.804,0.0428,0.358,0.000939,0.754,0.792
1mXuMM6zjPgjL4asbBsgnt,11140450740,Firework,['Katy Perry'],227.893,False,74,True,0.638,0.832,-5.039,124.071,0.049,0.141,0.0,0.648,0.113
0ikz6tENMONtK6qGkOrU3c,11140450740,Wake Me Up Before You Go-Go,['Wham!'],231.333,False,80,True,0.62,0.573,-11.893,81.548,0.0423,0.271,0.0,0.897,0.0607
32lF1rsInDTdK6Av3KdfaY,11140450740,You Get What You Give,['New Radicals'],300.773,False,0,True,0.621,0.901,-5.396,113.967,0.0302,0.17,0.0,0.744,0.0875
4yDjzVhXig9tfO7Zv46FE8,11140450740,Over the Rainbow,"[""Israel Kamakawiwo'ole""]",211.933,False,64,True,0.671,0.153,-13.569,85.6,0.0404,0.912,5.53e-05,0.658,0.0771
7xVssMegpAxQ8GuFa84V31,11140450740,Albino,"['Joost', 'Tice']",212.177,True,50,True,0.785,0.781,-6.019,166.003,0.114,0.264,7.6e-06,0.557,0.124
3UU8OqJfnsj1Z5lCQdTSJ6,11140450740,Bus Gemist,"['Joost', 'Mick Spek', 'Daan Koens']",165.076,True,43,True,0.729,0.673,-6.186,160.017,0.0556,0.0111,0.0,0.656,0.069
4hFLAgCvQdngAtIhb3KaVI,11140450740,Ome Robert,['Joost'],152.5,True,35,True,0.8,0.828,-4.643,74.994,0.194,0.0527,0.0181,0.811,0.273
58SAzHDZoAKTv5mNBZywak,11140450740,Meeuw,"['Joost', 'Stefano Keizers']",206.625,True,35,True,0.764,0.869,-1.024,160.058,0.314,0.0877,0.0,0.432,0.366
7DPDp36LQCWwdUxGAGKByg,11140450740,Summervibes 2019,['Joost'],199.961,True,52,True,0.767,0.689,-6.842,175.102,0.13,0.0895,0.000534,0.462,0.123
6GzcVjTvmgsO3RhdE2c653,11140450740,Joost Klein 2,['Joost'],126.0,True,42,True,0.898,0.794,-7.277,140.05,0.0778,0.0343,2.63e-05,0.967,0.244
7zNthC4Y61GU4qV3ZuQZqm,11140450740,Pauze?,['Joost'],158.423,True,32,True,0.753,0.854,-6.903,173.936,0.246,0.232,0.0,0.664,0.205
51aZMsj1sZsACq0NHw2WA4,11140450740,Bim Bam Bom,['Joost'],148.73,True,30,True,0.697,0.674,-7.057,159.96,0.0619,0.145,3.36e-05,0.839,0.167
2zBUb8oBUVBuEox8y0TFpE,11140450740,Zaanse Mayo,['Joost'],78.0,True,37,True,0.432,0.831,-3.812,90.245,0.0462,0.00655,0.235,0.507,0.125
2abGOaJtOoDpLhtlFMsTzf,11140450740,Kut!,"['Joost', 'Stefano Keizers']",177.913,True,36,True,0.962,0.663,-7.17,115.006,0.112,0.0542,0.00145,0.886,0.116
2Jpnf51TULF7lCriJtUXpZ,11140450740,Papa en Mama,['Joost'],169.444,False,44,True,0.817,0.633,-8.449,162.009,0.162,0.204,0.266,0.957,0.111
446Dy7zAZXppRBqPvPzCes,11140450740,Woman in White,['Current Swell'],202.803,False,53,True,0.352,0.804,-4.876,145.742,0.0769,0.132,0.0,0.348,0.105
3G7tRC24Uh09Hmp1KZ7LQ2,carmenvs,I'm a Believer - 2006 Remaster,['The Monkees'],167.373,False,75,True,0.526,0.775,-6.05,80.106,0.0352,0.707,2.05e-05,0.962,0.217
5haXbSJqjjM0TCJ5XkfEaC,carmenvs,I Got You (I Feel Good),['James Brown & The Famous Flames'],165.8,False,72,True,0.613,0.487,-8.781,143.332,0.0935,0.412,1.02e-05,0.699,0.286
6aU6a9tdn2vHhnPGlboFZX,carmenvs,Good Vibrations,['The Beach Boys'],255.4,False,59,True,0.414,0.528,-7.733,74.627,0.0343,0.0495,0.00026,0.335,0.117
1gFNm7cXfG1vSMcxPpSxec,carmenvs,"Ob-La-Di, Ob-La-Da - Remastered 2009",['The Beatles'],188.96,False,71,True,0.818,0.728,-8.331,113.059,0.0314,0.232,0.0642,0.975,0.251
3Vby4nGmtbDo7HDJamOWkT,carmenvs,Stuck In The Middle With You,['Stealers Wheel'],208.946,False,77,True,0.82,0.575,-9.144,123.765,0.0408,0.0936,0.000135,0.964,0.109
3yrSvpt2l1xhsV9Em88Pul,carmenvs,Brown Eyed Girl,['Van Morrison'],183.306,False,81,True,0.491,0.583,-10.964,150.566,0.0376,0.185,0.0,0.908,0.406
4iUH4ksweue6iGqQUgSzhx,carmenvs,Is Dit Alles,['Doe Maar'],323.717,False,47,True,0.833,0.41,-13.562,121.387,0.132,0.456,6.66e-05,0.88,0.0537
05wIrZSwuaVWhcv5FfqeH0,carmenvs,Walking On Sunshine,['Katrina & The Waves'],238.733,False,80,True,0.596,0.869,-11.97,109.902,0.037,0.0116,0.173,0.944,0.0678
6x4tKaOzfNJpEJHySoiJcs,carmenvs,Mambo No. 5 (a Little Bit of...),['Lou Bega'],220.293,False,78,True,0.622,0.807,-6.752,174.06,0.408,0.103,0.0,0.892,0.306
0gFvkiT2afIcJwNxXQ7W51,carmenvs,Mrs. Robinson - Single Mix,['Simon & Garfunkel'],234.346,False,40,True,0.602,0.456,-13.784,91.995,0.0489,0.721,2e-05,0.787,0.103
0qxYx4F3vm1AOnfux6dDxP,carmenvs,You Can Call Me Al,['Paul Simon'],280.0,False,76,True,0.776,0.763,-8.124,128.433,0.0534,0.182,0.00647,0.82,0.077
5KkaczeDlUwo6cDTVaR6ca,11140450740,Long Time Ago,['Current Swell'],182.04,False,57,True,0.67,0.539,-8.528,110.003,0.0244,0.679,0.00277,0.619,0.101
6w9gXX56nUawzcISjHl0Ni,11140450740,Marsha,['Current Swell'],165.006,False,44,True,0.649,0.804,-5.098,113.986,0.028,0.029,2.38e-06,0.71,0.0779
4Mp9NN7V2AfTrqfstMJOze,11140450740,Short Stories,['Current Swell'],173.72,False,41,True,0.679,0.667,-12.173,102.966,0.0691,0.71,2.7e-05,0.756,0.111
7GHLMZvDX2ZTG5KPvrthfB,11140450740,It Ain’t Right,['Current Swell'],215.887,False,37,True,0.569,0.875,-3.65,130.031,0.0374,0.00374,1.09e-06,0.452,0.125
0aEQIzfQ8fkPUGbMAC36vh,11140450740,I Want A Bird,['Current Swell'],244.653,False,26,True,0.514,0.659,-4.444,133.152,0.033,0.0683,0.0,0.338,0.0766
2IBUJvTFKGkzeeGGlUrImC,11140450740,Like I Fight for You,['Current Swell'],202.512,False,30,True,0.673,0.7,-5.76,119.082,0.0293,0.201,1.53e-05,0.436,0.196
7mrKDTg9hyGJYwNWPczjQT,11140450740,Goud,['Bazart'],182.053,False,49,True,0.54,0.704,-7.952,119.911,0.0363,0.0218,0.0131,0.267,0.0924
1VH71xfEX5MBOyEXelDC7h,11140450740,Onderweg,"['Bazart', 'S10']",208.545,False,45,True,0.581,0.693,-5.322,110.019,0.0278,0.0251,0.0,0.472,0.329
0FsHD9R7iplyKvJCkMaNMT,11140450740,Denk Maar Niet Aan Morgen,['Bazart'],252.333,False,44,True,0.691,0.571,-6.999,98.011,0.0268,0.594,0.0,0.505,0.1
7ebPzi8GXAcHIPD5uJ1q5D,11140450740,Chaos,['Bazart'],198.96,False,40,True,0.363,0.761,-7.194,95.203,0.042,0.00513,0.0,0.285,0.0471
3pykjHDwXIBSuY0oDck13V,11140450740,Maanlicht,['Bazart'],194.573,False,33,True,0.664,0.71,-7.64,111.904,0.0404,0.141,0.0,0.469,0.175
6aAJY5FYW0TMLsUe2T7x4p,11140450740,Zoutelande,['BLØF'],219.546,False,49,True,0.665,0.682,-6.953,128.955,0.0271,0.0872,0.000105,0.907,0.157
1RTVBt6wWtWs2qiRVnlzLM,rauwedouwe,Sonnentanz,['Klangkarussell'],360.146,False,0,True,0.646,0.359,-10.388,119.885,0.155,0.247,0.914,0.154,0.0872
1di1BEgJYzPvXUuinsYJGP,31hbrww3peprl3puzzaqqf6yfycy,Everybody (Backstreet's Back) - Radio Edit,['Backstreet Boys'],225.36,False,76,True,0.731,0.853,-4.219,108.016,0.0363,0.0352,0.0,0.605,0.268
47BBI51FKFwOMlIiX6m8ya,31hbrww3peprl3puzzaqqf6yfycy,I Want It That Way,['Backstreet Boys'],213.306,False,81,True,0.689,0.694,-5.83,99.039,0.027,0.257,0.0,0.482,0.148
4btFHqumCO31GksfuBLLv3,11140450740,Overpass Graffiti,['Ed Sheeran'],236.906,False,81,True,0.52,0.849,-3.794,175.908,0.186,0.00253,0.0,0.774,0.119
3JOVTQ5h8HGFnDdp4VT3MP,11140450740,Mad World,"['Gary Jules', 'Michael Andrews']",189.506,False,67,True,0.344,0.0585,-17.212,174.149,0.0373,0.976,0.000362,0.323,0.103
3FCto7hnn1shUyZL42YgfO,11140450740,Piano Man,['Billy Joel'],336.093,False,66,True,0.334,0.472,-8.791,179.173,0.0277,0.6,3.62e-06,0.431,0.317
2qJv6Rs4pMUaFyVM0y6qhF,basmerbel,SpongeBob SquarePants Theme Song,['Spongebob Squarepants'],44.88,False,22,True,0.687,0.81,-6.997,120.179,0.365,0.852,2.04e-06,0.825,0.85
0K5tiButqdSSHHgwPonjet,basmerbel,SpongeBob Squarepants Closing Theme Song,"['Orange Stick', 'Avocuddle', 'Lofi Fruits Music']",99.317,False,33,True,0.844,0.647,-6.435,140.006,0.0378,0.246,0.243,0.537,0.109
3f4x82hFTmTHFl8Qnryw9z,basmerbel,Goofy Goober Rock,['Spongebob Squarepants'],174.026,False,46,True,0.522,0.863,-6.195,105.997,0.029,1.36e-05,0.0129,0.615,0.202
3GZD6HmiNUhxXYf8Gch723,hankmoody420,Lost,['Frank Ocean'],234.093,True,85,True,0.913,0.603,-4.892,123.061,0.226,0.0272,0.000503,0.497,0.167
5fOdnJHTNqJ1dtibScdNom,hankmoody420,Laidback,['Hamdi'],205.718,False,15,True,0.689,0.913,-4.944,140.069,0.0449,0.0232,0.337,0.288,0.0694
5T4ZIMPGpeEmb6nuD4iyhv,hankmoody420,Oriente,['Henry Fiol'],595.16,False,37,True,0.612,0.406,-13.467,134.413,0.0585,0.347,0.000624,0.472,0.104
01Gs1IxOVOg4h2RV20Agcq,hankmoody420,Starworshipper,"['Futurecop!', 'Diana Gen & Starrset']",274.599,False,25,True,0.544,0.839,-6.278,126.015,0.0344,0.0676,3.8e-06,0.698,0.174
5l1ApXkTVZ0dXeGuwjtkSU,hankmoody420,Off the Ground,['Anderson .Paak'],288.013,False,40,True,0.65,0.721,-7.206,182.971,0.171,0.801,8.13e-05,0.547,0.144
2w9htZtkcbR48NCWzXjfvb,hankmoody420,Fight the Feeling,"['Mac Miller', 'Kendrick Lamar', 'Iman Omari']",301.769,True,68,True,0.569,0.881,-5.873,148.067,0.365,0.111,0.0,0.811,0.655
124NFj84ppZ5pAxTuVQYCQ,hankmoody420,Take Care,"['Drake', 'Rihanna']",277.386,True,76,True,0.629,0.515,-10.358,121.845,0.265,0.0267,1.22e-05,0.299,0.0888
3ClBKQkKoaUQ6UOhe2xlJK,hankmoody420,Good News,['Mac Miller'],342.04,False,57,True,0.794,0.32,-12.92,174.088,0.173,0.853,0.134,0.241,0.112
6a8PBrzuyxH3N4gUtbfS1n,hankmoody420,The Sun,['Fritz Kalkbrenner'],365.602,False,27,True,0.725,0.7,-11.218,122.004,0.046,0.0398,0.897,0.438,0.0511
480dDrqG7LO6qDaphHeXlM,hankmoody420,Invisible Touch - Remastered 2007,['Genesis'],210.133,False,69,True,0.623,0.94,-5.731,131.037,0.0365,0.202,0.00184,0.837,0.0472
6lx5aHjUesS2XEyLxXknLQ,hankmoody420,Heaven,['Ebo Taylor'],365.693,False,0,True,0.655,0.771,-7.321,99.567,0.0517,0.124,0.509,0.398,0.0811
5gq9Wr7HXsNmw0hU7e8wCI,hankmoody420,I Wish I Knew Natalie Portman (feat. Nelly Furtado & Saukrates),"['K-OS', 'Nelly Furtado', 'Saukrates']",189.973,False,0,True,0.398,0.904,-2.795,84.799,0.326,0.0367,0.0,0.571,0.85
3f7RrcuDNwPnUUm8lU0z8p,hankmoody420,Elaine,['ABBA'],224.506,False,41,True,0.592,0.867,-7.537,153.353,0.0427,0.282,0.0113,0.903,0.177
0MMYHVhb9kyxW1JpK9IBoK,hankmoody420,1by1 (feat. RAYE & Maleek Berry),"['Rudimental', 'RAYE', 'Maleek Berry']",248.813,False,35,True,0.679,0.794,-4.612,103.589,0.173,0.205,2.1e-06,0.639,0.0681
0qP8mXLkAkwNdQOPSXyJiu,hankmoody420,Leave You - Extended Mix,"['Einmusik', 'Lexer', 'Jyll']",417.004,False,32,True,0.762,0.741,-10.176,120.002,0.0489,0.0121,0.529,0.286,0.0675
3RkZM4hPoN6AupH4Ir1RAO,hankmoody420,Dune Suave,['Einmusik'],496.562,False,41,True,0.799,0.674,-10.703,124.003,0.0449,0.00123,0.911,0.164,0.0884
4uayzCHBoZ1cpTSpMmdMXB,hankmoody420,Blurred - Bonobo Remix,"['Kiasmos', 'Bonobo']",361.16,False,41,True,0.678,0.629,-13.102,124.99,0.0442,0.0577,0.865,0.305,0.111
7GRJRRR4nwZ4EGSnTapBmh,hankmoody420,No Dancers - Adam Port Remix,"['Cubicolor', 'Adam Port']",405.05,False,37,True,0.773,0.835,-9.508,120.003,0.0454,0.00663,0.794,0.0784,0.122
5gC2aJwuSzGe3IJVlk9r2O,hankmoody420,Final Credits,['Midland'],439.994,False,52,True,0.823,0.814,-8.723,133.01,0.0391,0.0146,0.359,0.488,0.138
3s2FVNc1HsVNeTCROnT3ks,hankmoody420,San Salvador,['Azoto'],416.774,False,40,True,0.804,0.901,-6.747,124.78,0.0758,0.015,0.266,0.909,0.0418
0lLqS6XnoLYJJXHj57h4jz,hankmoody420,Take A Chance - Original Mix,['Mr. Flagio'],472.361,False,41,True,0.671,0.728,-9.78,118.031,0.0403,0.000372,0.00391,0.488,0.385
0ofHAoxe9vBkTCp2UQIavz,hankmoody420,Dreams - 2004 Remaster,['Fleetwood Mac'],257.8,False,83,True,0.828,0.492,-9.744,120.151,0.0276,0.0644,0.00428,0.789,0.128
237B0GS3Y8VwGGD9bGl1vG,hankmoody420,Red Dot Music,"['Mac Miller', 'Action Bronson']",367.93,True,58,True,0.537,0.686,-6.734,148.757,0.459,0.156,0.0,0.284,0.158
5upg23tFxH2D49CPKyYE96,hankmoody420,Heel die Tag Pörno,['Gestapo Knallmuzik'],243.062,True,31,True,0.599,0.572,-6.974,154.997,0.0433,0.0231,0.0,0.291,0.0941
3MUs80GjgeDzNgEXHvIve6,hankmoody420,Sabin und Frank,['Gestapo Knallmuzik'],207.333,True,24,True,0.383,0.564,-9.648,179.959,0.0731,0.0627,0.0371,0.484,0.0661
0ARK753YaiJbpLUk7z5yIM,hankmoody420,Dilemma,"['Nelly', 'Kelly Rowland']",289.16,True,78,True,0.727,0.552,-8.074,168.189,0.14,0.227,0.000164,0.607,0.198
4u2dQmcZaFAu0fKXGmIf96,hankmoody420,Techno toujours pareil,"[""Salut C'est Cool""]",194.12,False,56,True,0.659,0.908,-6.67,159.008,0.0367,0.241,0.00595,0.741,0.132
455AfCsOhhLPRc68sE01D8,hankmoody420,Last Friday Night (T.G.I.F.),['Katy Perry'],230.746,False,76,True,0.649,0.815,-3.796,126.03,0.0415,0.00125,4.31e-05,0.765,0.671
6tS3XVuOyu10897O3ae7bi,hankmoody420,California Gurls,"['Katy Perry', 'Snoop Dogg']",234.653,False,76,True,0.791,0.754,-3.729,125.014,0.0569,0.00446,0.0,0.425,0.163
5aJI7OzC1n3XKVLgYAxgwj,hankmoody420,PIMP,['Bacao Rhythm & Steel Band'],194.972,False,50,True,0.672,0.858,-5.233,166.689,0.145,0.456,0.811,0.963,0.104
6NALXWBiw7iCydGxxKoSVI,hankmoody420,Ayibobo,"['Francis Mercier', 'Nitefreak', 'Lenny Auguste']",208.032,False,38,True,0.619,0.826,-5.662,122.054,0.0492,0.00108,0.323,0.427,0.167
1NCuYqMc8hKMb4cpNTcJbD,hankmoody420,Another Day in Paradise - 2016 Remaster,['Phil Collins'],322.133,False,74,True,0.78,0.565,-7.32,101.967,0.0306,0.736,0.00269,0.365,0.063
0DmVOSnZLqxYEktgaVTP1H,hankmoody420,Use Me Again - Carl Craig Rework,"['Tom Trago', 'Carl Craig']",462.624,False,42,True,0.645,0.76,-8.29,123.989,0.0512,0.000191,0.296,0.476,0.0263
3WU2blK7YBcugEEU9CATvF,hankmoody420,No Games,['Serani'],188.2,False,64,True,0.741,0.79,-5.056,185.779,0.284,0.000755,0.0,0.806,0.0345
5mAh5J4w6BEZkajB1M7XrB,hankmoody420,Lola's Theme - Radio Edit,['The Shapeshifters'],207.066,False,66,True,0.748,0.845,-4.612,123.925,0.0536,0.00083,0.000225,0.659,0.068
3VENW5XwluAdLalduotknJ,hankmoody420,No Sex With Cops,['Brutalismus 3000'],396.0,True,49,True,0.658,0.842,-6.827,160.0,0.0875,0.000389,0.811,0.612,0.0998
4YwbSZaYeYja8Umyt222Qf,carmenvs,You Can't Hurry Love - 2016 Remaster,['Phil Collins'],175.746,False,77,True,0.62,0.936,-4.593,97.527,0.0308,0.0261,0.0,0.763,0.0679
